id,state,district,latitude,longitude,rainfall_24h,soil_moisture,slope,elevation,landslide_history,landslide
778,Meghalaya,Tura,25.514,90.202,138,86,5,2570,0,1
779,Meghalaya,Shillong,25.5788,91.8933,173,21,50,2671,0,1
780,Meghalaya,Shillong,25.5788,91.8933,201,83,12,1488,1,1
781,Meghalaya,Tura,25.514,90.202,54,39,7,2817,0,0
782,Nagaland,Kohima,25.6751,94.1086,98,33,29,1108,1,1
783,Sikkim,Mangan,27.5095,88.5362,17,37,22,2385,1,0
784,Sikkim,Gangtok,27.3389,88.6065,23,88,5,1878,0,0
785,Mizoram,Aizawl,23.7271,92.7176,15,60,13,2492,1,1
786,Mizoram,Aizawl,23.7271,92.7176,98,74,6,1397,1,1
787,Sikkim,Mangan,27.5095,88.5362,236,69,32,1053,1,1
788,Sikkim,Mangan,27.5095,88.5362,224,80,22,167,1,1
789,Meghalaya,Shillong,25.5788,91.8933,216,75,12,1576,0,1
790,Nagaland,Kohima,25.6751,94.1086,77,54,8,1142,0,0
791,Meghalaya,Tura,25.514,90.202,177,47,34,599,1,1
792,Sikkim,Gangtok,27.3389,88.6065,11,65,39,457,0,0
793,Sikkim,Mangan,27.5095,88.5362,160,30,5,2786,1,1
794,Nagaland,Kohima,25.6751,94.1086,13,21,5,1128,0,0
795,Sikkim,Gangtok,27.3389,88.6065,95,81,29,2968,1,0
796,Meghalaya,Shillong,25.5788,91.8933,40,65,23,870,1,0
797,Sikkim,Gangtok,27.3389,88.6065,73,61,47,2828,1,0
798,Mizoram,Aizawl,23.7271,92.7176,50,36,10,519,0,0
799,Mizoram,Aizawl,23.7271,92.7176,144,83,28,239,1,0
800,Sikkim,Mangan,27.5095,88.5362,137,55,9,2508,0,1
801,Meghalaya,Shillong,25.5788,91.8933,24,22,36,356,0,0
802,Mizoram,Aizawl,23.7271,92.7176,212,44,47,2716,0,0
803,Meghalaya,Tura,25.514,90.202,100,47,32,132,0,0
804,Mizoram,Aizawl,23.7271,92.7176,142,57,31,1402,0,1
805,Sikkim,Gangtok,27.3389,88.6065,210,85,13,1166,1,1
806,Meghalaya,Shillong,25.5788,91.8933,141,39,37,655,0,1
807,Sikkim,Gangtok,27.3389,88.6065,236,53,12,1797,0,1
808,Nagaland,Kohima,25.6751,94.1086,91,36,34,792,1,1
809,Nagaland,Kohima,25.6751,94.1086,246,83,43,2076,1,1
810,Meghalaya,Tura,25.514,90.202,154,54,24,2770,1,1
811,Meghalaya,Tura,25.514,90.202,98,26,10,1553,0,1
812,Nagaland,Kohima,25.6751,94.1086,137,35,8,428,1,1
813,Mizoram,Aizawl,23.7271,92.7176,109,72,42,729,1,1
814,Nagaland,Kohima,25.6751,94.1086,98,27,12,2022,1,0
815,Meghalaya,Tura,25.514,90.202,144,84,33,1449,0,1
816,Sikkim,Gangtok,27.3389,88.6065,226,83,43,1031,1,1
817,Meghalaya,Shillong,25.5788,91.8933,149,90,26,2178,0,1
818,Mizoram,Aizawl,23.7271,92.7176,105,55,16,1517,0,1
819,Sikkim,Gangtok,27.3389,88.6065,124,85,16,2745,0,0
820,Meghalaya,Tura,25.514,90.202,215,32,24,2374,1,0
821,Nagaland,Kohima,25.6751,94.1086,70,85,32,2973,1,0
822,Sikkim,Mangan,27.5095,88.5362,98,82,47,1654,1,1
823,Mizoram,Aizawl,23.7271,92.7176,193,68,41,2104,0,0
824,Nagaland,Kohima,25.6751,94.1086,225,92,9,737,1,1
825,Mizoram,Aizawl,23.7271,92.7176,82,64,49,1776,1,1
826,Meghalaya,Tura,25.514,90.202,74,35,9,1324,0,1
827,Sikkim,Mangan,27.5095,88.5362,52,48,15,1047,1,0
828,Nagaland,Kohima,25.6751,94.1086,230,26,12,2298,1,1
829,Sikkim,Gangtok,27.3389,88.6065,102,81,39,1717,0,1
830,Sikkim,Mangan,27.5095,88.5362,217,32,33,1736,0,1
831,Mizoram,Aizawl,23.7271,92.7176,156,30,11,2209,0,0
832,Meghalaya,Shillong,25.5788,91.8933,195,29,24,2324,1,1
833,Meghalaya,Shillong,25.5788,91.8933,111,83,38,208,0,0
834,Mizoram,Aizawl,23.7271,92.7176,104,51,48,740,0,1
835,Meghalaya,Tura,25.514,90.202,154,83,20,1481,0,1
836,Mizoram,Aizawl,23.7271,92.7176,36,77,8,1856,1,1
837,Meghalaya,Tura,25.514,90.202,203,64,10,1612,0,1
838,Meghalaya,Tura,25.514,90.202,73,39,5,2286,0,0
839,Mizoram,Aizawl,23.7271,92.7176,72,59,7,2089,1,0
840,Sikkim,Mangan,27.5095,88.5362,27,35,11,632,1,0
841,Mizoram,Aizawl,23.7271,92.7176,16,93,14,2916,0,0
842,Meghalaya,Shillong,25.5788,91.8933,74,89,8,2369,1,1
843,Nagaland,Kohima,25.6751,94.1086,81,34,16,294,1,1
844,Sikkim,Gangtok,27.3389,88.6065,157,63,31,2410,0,0
845,Meghalaya,Shillong,25.5788,91.8933,47,39,17,1312,0,1
846,Nagaland,Kohima,25.6751,94.1086,239,55,10,1947,0,1
847,Meghalaya,Shillong,25.5788,91.8933,40,43,35,2983,1,0
848,Sikkim,Gangtok,27.3389,88.6065,187,37,7,542,1,1
849,Nagaland,Kohima,25.6751,94.1086,216,42,29,1442,0,1
850,Mizoram,Aizawl,23.7271,92.7176,35,72,16,2228,0,1
851,Sikkim,Gangtok,27.3389,88.6065,165,36,37,1682,1,1
852,Sikkim,Mangan,27.5095,88.5362,185,59,16,265,1,1
853,Sikkim,Gangtok,27.3389,88.6065,108,20,34,2403,0,0
854,Mizoram,Aizawl,23.7271,92.7176,167,69,43,2540,0,0
855,Meghalaya,Tura,25.514,90.202,196,95,31,615,1,1
856,Sikkim,Gangtok,27.3389,88.6065,176,61,9,1408,1,1
857,Meghalaya,Shillong,25.5788,91.8933,67,46,23,2927,0,0
858,Meghalaya,Tura,25.514,90.202,11,51,9,2242,1,1
859,Meghalaya,Tura,25.514,90.202,94,32,9,1161,1,1
860,Sikkim,Mangan,27.5095,88.5362,168,64,42,2753,1,1
861,Sikkim,Gangtok,27.3389,88.6065,18,86,23,531,0,0
862,Sikkim,Gangtok,27.3389,88.6065,198,25,40,146,1,1
863,Meghalaya,Shillong,25.5788,91.8933,32,41,15,2074,1,0
864,Mizoram,Aizawl,23.7271,92.7176,29,35,15,1575,1,0
865,Sikkim,Gangtok,27.3389,88.6065,30,64,45,504,1,1
866,Sikkim,Gangtok,27.3389,88.6065,75,87,36,1738,0,1
867,Nagaland,Kohima,25.6751,94.1086,141,53,8,204,0,1
868,Nagaland,Kohima,25.6751,94.1086,207,94,41,2152,1,1
869,Mizoram,Aizawl,23.7271,92.7176,169,22,15,1257,1,1
870,Sikkim,Gangtok,27.3389,88.6065,112,90,20,1440,0,1
871,Nagaland,Kohima,25.6751,94.1086,197,77,33,1050,0,1
872,Mizoram,Aizawl,23.7271,92.7176,74,50,41,1364,0,0
873,Mizoram,Aizawl,23.7271,92.7176,202,54,6,337,1,0
874,Mizoram,Aizawl,23.7271,92.7176,190,42,19,2817,0,1
875,Meghalaya,Tura,25.514,90.202,193,46,29,2192,0,1
876,Nagaland,Kohima,25.6751,94.1086,184,61,44,268,1,1
877,Meghalaya,Shillong,25.5788,91.8933,227,57,23,277,0,1
878,Sikkim,Mangan,27.5095,88.5362,25,93,39,2039,1,1
879,Meghalaya,Shillong,25.5788,91.8933,81,75,29,2859,0,1
880,Sikkim,Mangan,27.5095,88.5362,162,72,38,2426,0,0
881,Sikkim,Mangan,27.5095,88.5362,203,42,30,119,1,1
882,Meghalaya,Tura,25.514,90.202,121,95,23,1770,1,1
883,Meghalaya,Tura,25.514,90.202,212,41,34,179,0,0
884,Mizoram,Aizawl,23.7271,92.7176,125,88,31,533,1,1
885,Meghalaya,Tura,25.514,90.202,88,50,8,2171,0,0
886,Meghalaya,Shillong,25.5788,91.8933,91,49,25,1844,1,1
887,Sikkim,Mangan,27.5095,88.5362,235,41,7,2827,0,1
888,Sikkim,Gangtok,27.3389,88.6065,237,31,6,166,0,0
889,Nagaland,Kohima,25.6751,94.1086,53,95,18,1374,0,1
890,Sikkim,Gangtok,27.3389,88.6065,165,84,9,270,0,1
891,Meghalaya,Shillong,25.5788,91.8933,108,78,50,1030,0,1
892,Sikkim,Mangan,27.5095,88.5362,45,76,23,1293,1,1
893,Nagaland,Kohima,25.6751,94.1086,138,24,28,1723,1,0
894,Nagaland,Kohima,25.6751,94.1086,192,50,39,1774,1,1
895,Sikkim,Mangan,27.5095,88.5362,82,36,25,146,1,0
896,Meghalaya,Shillong,25.5788,91.8933,37,36,25,860,0,0
897,Meghalaya,Tura,25.514,90.202,176,62,9,2165,1,1
898,Sikkim,Mangan,27.5095,88.5362,102,47,6,2480,1,1
899,Sikkim,Gangtok,27.3389,88.6065,109,89,20,1472,1,0
900,Meghalaya,Tura,25.514,90.202,199,44,7,1540,1,0
901,Meghalaya,Tura,25.514,90.202,70,75,34,2463,1,1
902,Meghalaya,Shillong,25.5788,91.8933,202,84,43,1680,1,1
903,Nagaland,Kohima,25.6751,94.1086,171,79,9,2075,1,1
904,Sikkim,Gangtok,27.3389,88.6065,102,42,48,653,0,1
905,Sikkim,Gangtok,27.3389,88.6065,190,35,9,2922,0,1
906,Meghalaya,Shillong,25.5788,91.8933,56,70,47,972,1,1
907,Sikkim,Mangan,27.5095,88.5362,63,84,9,2931,0,0
908,Sikkim,Gangtok,27.3389,88.6065,156,83,27,2677,0,0
909,Meghalaya,Shillong,25.5788,91.8933,228,50,26,1730,0,1
910,Sikkim,Mangan,27.5095,88.5362,34,45,28,539,1,1
911,Meghalaya,Tura,25.514,90.202,53,70,8,2453,1,0
912,Nagaland,Kohima,25.6751,94.1086,239,43,21,1427,1,1
913,Sikkim,Gangtok,27.3389,88.6065,196,38,41,2817,1,1
914,Sikkim,Gangtok,27.3389,88.6065,182,65,16,331,0,1
915,Sikkim,Gangtok,27.3389,88.6065,25,37,30,2515,1,0
916,Nagaland,Kohima,25.6751,94.1086,28,95,38,750,1,0
917,Meghalaya,Tura,25.514,90.202,179,83,34,1736,1,1
918,Meghalaya,Tura,25.514,90.202,53,27,30,1619,0,1
919,Nagaland,Kohima,25.6751,94.1086,203,32,29,1128,0,1
920,Meghalaya,Tura,25.514,90.202,172,54,50,398,1,1
921,Sikkim,Gangtok,27.3389,88.6065,153,56,29,1060,0,1
922,Meghalaya,Tura,25.514,90.202,127,70,24,1691,1,0
923,Sikkim,Gangtok,27.3389,88.6065,140,65,7,986,1,1
924,Nagaland,Kohima,25.6751,94.1086,210,78,24,572,1,1
925,Nagaland,Kohima,25.6751,94.1086,103,58,26,2274,0,0
926,Mizoram,Aizawl,23.7271,92.7176,57,24,30,997,1,0
927,Sikkim,Mangan,27.5095,88.5362,53,65,9,1815,1,0
928,Sikkim,Gangtok,27.3389,88.6065,88,21,46,1972,0,1
929,Sikkim,Gangtok,27.3389,88.6065,212,66,37,946,0,1
930,Mizoram,Aizawl,23.7271,92.7176,161,84,33,223,1,0
931,Meghalaya,Tura,25.514,90.202,86,71,15,1296,0,1
932,Nagaland,Kohima,25.6751,94.1086,39,72,50,128,1,0
933,Mizoram,Aizawl,23.7271,92.7176,133,58,6,2220,0,1
934,Nagaland,Kohima,25.6751,94.1086,57,49,5,321,1,0
935,Meghalaya,Tura,25.514,90.202,200,48,46,811,0,1
936,Mizoram,Aizawl,23.7271,92.7176,34,93,46,2459,0,1
937,Nagaland,Kohima,25.6751,94.1086,163,81,34,1292,0,1
938,Sikkim,Mangan,27.5095,88.5362,50,89,26,1067,0,0
939,Mizoram,Aizawl,23.7271,92.7176,109,42,32,2978,0,1
940,Sikkim,Mangan,27.5095,88.5362,70,74,39,2770,1,0
941,Meghalaya,Shillong,25.5788,91.8933,88,24,25,348,0,0
942,Sikkim,Mangan,27.5095,88.5362,149,21,28,1364,0,1
943,Sikkim,Mangan,27.5095,88.5362,117,92,21,2607,1,1
944,Meghalaya,Shillong,25.5788,91.8933,187,87,23,2952,0,0
945,Sikkim,Mangan,27.5095,88.5362,61,36,38,1805,0,0
946,Meghalaya,Shillong,25.5788,91.8933,234,80,21,734,1,1
947,Sikkim,Gangtok,27.3389,88.6065,100,20,28,684,1,1
948,Mizoram,Aizawl,23.7271,92.7176,35,43,8,1910,0,0
949,Meghalaya,Shillong,25.5788,91.8933,172,90,40,2414,0,1
950,Nagaland,Kohima,25.6751,94.1086,235,74,43,1217,1,1
951,Sikkim,Mangan,27.5095,88.5362,235,43,23,1260,0,1
952,Mizoram,Aizawl,23.7271,92.7176,59,26,45,345,1,1
953,Sikkim,Mangan,27.5095,88.5362,165,61,10,2049,0,0
954,Meghalaya,Shillong,25.5788,91.8933,93,94,10,2055,0,1
955,Sikkim,Gangtok,27.3389,88.6065,84,49,40,478,0,1
956,Mizoram,Aizawl,23.7271,92.7176,198,94,25,1591,0,1
957,Sikkim,Gangtok,27.3389,88.6065,207,93,40,2815,0,1
958,Meghalaya,Shillong,25.5788,91.8933,150,56,25,118,0,1
959,Sikkim,Gangtok,27.3389,88.6065,165,71,41,771,0,1
960,Meghalaya,Shillong,25.5788,91.8933,225,42,25,185,0,1
961,Nagaland,Kohima,25.6751,94.1086,110,36,29,1103,0,0
962,Mizoram,Aizawl,23.7271,92.7176,53,60,9,356,1,1
963,Meghalaya,Tura,25.514,90.202,57,77,8,2317,1,1
964,Sikkim,Mangan,27.5095,88.5362,220,60,47,2551,1,1
965,Mizoram,Aizawl,23.7271,92.7176,98,77,16,814,1,1
966,Meghalaya,Shillong,25.5788,91.8933,98,66,19,2911,0,0
967,Nagaland,Kohima,25.6751,94.1086,34,70,16,1256,1,0
968,Meghalaya,Shillong,25.5788,91.8933,131,54,5,2521,1,0
969,Mizoram,Aizawl,23.7271,92.7176,122,29,32,1190,1,0
970,Sikkim,Mangan,27.5095,88.5362,181,52,8,2593,0,1
971,Sikkim,Mangan,27.5095,88.5362,153,78,40,1026,1,0
972,Sikkim,Mangan,27.5095,88.5362,152,28,29,1005,1,0
973,Meghalaya,Tura,25.514,90.202,139,43,20,772,1,1
974,Meghalaya,Tura,25.514,90.202,58,76,35,1357,0,0
975,Nagaland,Kohima,25.6751,94.1086,151,23,11,257,1,0
976,Mizoram,Aizawl,23.7271,92.7176,163,75,38,1877,1,1
977,Sikkim,Gangtok,27.3389,88.6065,131,88,20,433,1,0
978,Meghalaya,Tura,25.514,90.202,89,79,22,2696,0,1
979,Meghalaya,Shillong,25.5788,91.8933,205,47,24,2059,0,1
980,Sikkim,Gangtok,27.3389,88.6065,156,21,16,1031,0,0
981,Sikkim,Mangan,27.5095,88.5362,74,41,50,396,1,1
982,Sikkim,Gangtok,27.3389,88.6065,240,86,10,430,0,0
983,Nagaland,Kohima,25.6751,94.1086,89,44,29,1251,1,1
984,Meghalaya,Tura,25.514,90.202,26,91,11,1572,0,0
985,Meghalaya,Shillong,25.5788,91.8933,12,33,34,1683,0,0
986,Sikkim,Mangan,27.5095,88.5362,113,42,7,1610,1,1
987,Meghalaya,Shillong,25.5788,91.8933,225,48,39,2750,0,1
988,Meghalaya,Shillong,25.5788,91.8933,218,38,48,196,1,1
989,Sikkim,Mangan,27.5095,88.5362,111,85,46,2251,0,1
990,Nagaland,Kohima,25.6751,94.1086,108,69,35,897,0,1
991,Nagaland,Kohima,25.6751,94.1086,69,70,26,1358,1,1
992,Meghalaya,Tura,25.514,90.202,69,45,50,2713,0,1
993,Meghalaya,Shillong,25.5788,91.8933,173,38,11,113,0,1
994,Meghalaya,Shillong,25.5788,91.8933,227,35,35,2007,0,1
995,Sikkim,Gangtok,27.3389,88.6065,75,39,16,590,0,0
996,Sikkim,Gangtok,27.3389,88.6065,81,93,27,537,1,1
997,Nagaland,Kohima,25.6751,94.1086,45,60,34,788,1,0
998,Mizoram,Aizawl,23.7271,92.7176,217,64,27,1596,0,1
999,Meghalaya,Shillong,25.5788,91.8933,192,61,47,1475,1,1
1000,Meghalaya,Shillong,25.5788,91.8933,141,71,30,966,0,0
